tileSetPath:pics/tileset.png
tileSetPath2:pics/tileset2a.png
tileSetTileSize:[16, 16]
cellSize:[64, 64]
overlap:[0, 0]
extent:[40, 25]
--
. . . . . . . 57 58 51 52 59 60 57 58 . . . 59 60 57 58 51 52 . . . . . . . . . . . . . . . .
. . . . . . . . . 59 60 . . . . . . . . . . . 59 60 51 52 . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . 59 60 . 0 1 1 1 1 1 1 2 . . . . .
. . . . . . . . . . . . . . . 49 50 . . . . . . . . . . 8 39 39 39 39 39 39 10 . . . . .
. . . . . . . . . . . . . . . 57 58 51 52 . . . . . . . . 8 39 39 39 39 39 39 10 . . . . .
. . . . . . 51 52 . . . . . 51 52 . . 59 60 49 50 . . . . . . 16 17 17 17 17 17 17 18 . . . . .
. . . . . . 59 60 . . . 49 50 59 60 . . . . 57 58 . . . . . . . 51 52 . . . . . . . . . .
. . . . . . . . . . . 57 58 . . . . . . . . . . . 49 50 49 50 59 60 . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . 57 58 57 58 . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . 51 52 . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . 59 60 . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . 51 52 . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . 59 60 . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . 51 52 0 1 1 1 2 49 50 . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . 59 60 8 9 9 9 10 57 58 . . . . . . . . . 3 1 1 1 4 . . . . . . . . . . . . . .
. . . 49 50 24 25 25 25 26 49 50 . . . . . . . . . 8 39 39 39 10 . . . . . . . . . . . . . .
. . . 57 58 8 9 9 9 10 57 58 . . . . . . . . . 8 39 39 39 10 . . . . . . . . . . . . . .
. . 51 52 . 8 9 9 9 10 . . . . . . . . . . . 8 39 39 39 10 . . . . . . . . . . . . . .
. . 59 60 . 8 37 9 38 10 . . . . . . . . . . 13 11 17 17 17 12 14 . . . . . . . . . . . . .
. . 51 52 . 8 9 9 9 10 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . 59 60 . 16 17 17 17 18 49 50 . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . 51 52 49 50 49 50 51 52 57 58 . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . 59 60 57 58 57 58 59 60 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
--
1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
1 1 1 1 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 12 12 12
1 1 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 1 1 1 1 . . . . . . 4 4 1 1 1 12
1 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 . . . . . . . . 8 8 4 1 1
1 8 8 8 8 8 4 4 8 8 8 8 8 4 4 1 1 4 4 8 8 8 8 8 8 8 8 . . . . . . . . 8 8 8 4 1
1 8 8 8 8 4 1 1 4 8 8 4 1 1 1 1 1 1 1 1 4 4 8 8 8 8 8 8 . . . . . . 8 8 8 8 4 1
1 8 8 8 4 1 1 1 4 8 8 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 1 1 1 1 1 1 4 8 8 8 8 1
1 4 8 8 8 1 1 4 8 8 4 1 1 1 1 12 12 12 12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 8 8 8 1
1 4 8 8 8 4 1 4 8 8 1 1 1 12 12 12 12 12 12 12 12 1 1 1 1 1 1 1 1 1 1 1 12 12 1 1 8 8 8 4
1 1 8 8 8 4 1 8 8 4 1 1 12 12 12 12 12 12 12 12 12 12 12 12 1 1 1 1 1 1 1 12 12 12 12 1 8 8 8 4
12 1 4 8 8 8 4 8 8 4 1 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 1 1 1 1 12 12 12 12 12 1 8 8 8 4
12 1 1 4 8 8 8 8 8 8 1 1 1 12 12 12 12 12 12 12 12 12 12 12 12 8 12 12 12 12 12 12 12 12 1 4 8 8 8 4
12 12 1 1 4 8 8 8 8 8 1 1 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 1 1 4 8 8 8 4
12 12 1 1 4 8 8 8 8 8 8 1 1 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 1 1 1 1 4 8 8 8 8 1
12 12 1 4 8 8 8 8 8 8 8 8 1 1 12 12 12 12 12 12 12 12 12 12 12 1 1 1 1 1 1 1 1 4 8 8 8 8 8 1
12 1 1 4 8 8 . . . 8 8 8 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 8 8 8 8 8 8 8 1
12 1 4 8 8 . . . . . 8 8 8 4 1 1 1 1 1 1 1 1 . . . 1 1 4 8 8 8 8 8 8 8 8 8 8 4 1
1 1 4 8 8 . . . . . 8 8 8 4 4 4 1 1 4 4 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 1 12
1 1 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 4 1 12
1 1 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 4 1 12 12
1 4 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 . . . 8 8 8 8 8 8 8 4 4 4 1 1 1 12 12
1 4 4 8 8 . . . . . 8 8 8 8 8 4 4 4 4 4 4 1 1 1 1 4 4 4 4 4 4 1 1 1 1 1 1 12 12 12
1 4 4 8 8 8 . . . 8 8 8 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 12 12 12 12
1 4 4 4 4 8 8 8 8 8 8 4 1 1 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1 1 1 1 1 1 12 12 12 12 12
1 4 4 4 4 4 4 4 4 4 1 1 1 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
