tileSetPath:pics/tileset.png
tileSetPath2:pics/tileset2a.png
tileSetTileSize:[16, 16]
cellSize:[64, 64]
overlap:[0, 0]
extent:[39, 26]
--
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . 45 45 45 . . 0 1 1 1 1 1 1 1 2 . . . . . . . . . . . . . . . . . . .
. . . . . 45 . . . . . 8 39 39 39 39 39 39 39 10 . . . . . 45 . . . . . . . . . . . . .
. . . . . . . . . . . 8 39 39 39 39 39 39 39 10 . . . . . . 45 . . . . . . . . . . . .
. . . . . . . . . . . 16 17 17 17 17 17 17 17 18 . . . . . . . 45 . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . 45 . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . 45 . . . . . . . . . . . . . . .
. . . . . 24 25 25 26 . . . 32 32 . . . . . . . . . . 45 . . . . . . 45 . . . . . . .
. . . . . . . . . . . . 32 32 32 32 32 32 . . . . . . . 45 . . . . . . . . . . . . .
. . . . . . . . . . . . . . 32 32 32 32 32 32 . . . . . . . . . . . . . 45 45 . . . .
. . . . . . . . . . . . . . . . . . 32 32 32 32 32 32 . . . . . . . . . 45 45 . . . .
. . . . . . . . . . . . . . 45 . . . . . 32 32 32 32 32 32 . . . 45 . . . . . . . . .
. . . . . . . . . 32 . . . 45 . . . . . . . . . . 32 32 . . . . . . . . . . . . .
. . . . . . . . . 32 . . 45 . . . . . . . . . . . . . 45 45 . . . . . . . . . . .
. . 3 1 1 1 1 1 1 1 32 . . . . . . . . . . . . . . . 45 45 . . . . . . . . . . .
. . 8 9 9 37 9 38 9 9 32 . . . . . . . . . . . . 45 45 . . . . . . . . . . . . . .
. . 16 17 17 17 17 17 17 17 17 32 . . . . . . . . . . . 45 45 . . . . . . . 45 45 . . . . .
. . . . . . . . . . . 32 . . . . . . . . . . . . . . . . . . . . 45 45 . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . 45 45 45 45 45 45 45 45 45 45 . . . . . . . 45 45 . . . . . .
. . . . . . . . . . . . . . 0 1 1 1 1 1 1 1 2 45 . 49 50 49 50 49 50 45 45 . . . . . .
. . . . . . . . . . . . . . 8 39 39 39 39 39 39 39 10 45 . 57 58 57 58 57 58 . . . . . . . .
. . . . . . . . . . . . . . 8 39 39 39 39 39 39 39 10 . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . 16 17 17 17 17 17 17 17 18 . . . . . . . . . . . . . . . .
--
12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
12 12 12 12 12 12 8 8 8 8 8 8 . . . . . . . 8 8 8 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12
