tileSetPath:pics/tileset.png
tileSetPath2:pics/tileset2.png
tileSetTileSize:[16, 16]
cellSize:[64, 64]
overlap:[0, 0]
extent:[40, 25]
--
. . 41 42 . . 35 36 41 42 43 44 33 34 35 36 41 42 43 44 33 34 43 44 35 36 41 42 33 34 . 33 34 33 34 41 42 41 42 33
. 35 36 . . . 43 44 33 34 33 34 41 42 43 44 . . 35 36 41 42 . . 43 44 33 34 41 42 . 41 42 41 42 35 36 33 34 41
36 43 44 32 32 32 32 32 41 42 41 42 . . . . . . 43 44 . . . . . . 41 42 35 36 35 36 35 36 . 43 44 41 42 .
44 33 34 0 1 1 1 1 1 1 2 . . . . 0 1 1 1 1 1 4 6 . . . . . 43 44 43 44 43 44 33 34 35 36 . .
. 41 42 8 9 9 9 9 9 9 20 1 1 1 1 19 9 9 9 9 9 20 4 6 . . . . . . . . . . 41 42 43 44 . .
33 34 . 8 9 39 39 39 9 9 28 17 17 17 17 27 9 9 9 9 9 9 20 1 1 1 1 1 1 1 1 2 . . . 33 34 . 33 34
41 42 . 8 9 39 39 39 9 9 10 . . . . 8 9 9 9 9 9 9 9 9 9 39 39 39 39 39 9 10 . . . 41 42 . 41 42
34 . . 8 9 39 39 39 9 9 10 . . . . 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 . . . . . 33 34 .
42 33 34 8 9 9 9 9 9 28 12 . . . . 16 17 17 17 17 17 17 27 9 9 9 9 9 9 9 9 10 . . . . . 41 42 35
36 41 42 8 9 9 9 9 28 12 14 . . . . . . . . . . 13 11 17 17 17 17 27 9 9 9 10 . . . . . 35 36 43
44 33 34 24 25 25 25 25 26 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 8 9 9 9 10 . . . . . 43 44 .
. 41 42 8 9 9 9 9 20 4 6 . . . . . . . . . . 5 3 1 1 1 1 19 9 9 9 10 . . . . 35 36 33 34
33 34 . 8 9 9 9 9 9 20 1 1 1 1 1 1 1 1 1 1 1 1 19 9 9 9 9 9 9 9 28 12 . . . . 43 44 41 42
41 42 . 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 28 12 14 . . . 33 34 35 36 .
33 34 . 8 9 9 9 9 28 17 17 17 17 27 9 9 9 9 9 9 9 9 9 9 9 9 9 9 28 12 14 . . 35 36 41 42 43 44 .
41 42 32 8 9 9 9 9 10 32 32 32 32 11 27 9 9 9 9 39 9 39 9 39 9 9 9 28 12 14 . . . 43 44 . . . . .
33 34 32 8 9 9 9 9 10 32 35 36 . 13 11 27 9 9 39 9 39 9 39 9 39 9 28 12 14 35 36 33 34 35 36 . . . . .
41 42 32 8 9 9 9 9 10 32 43 44 35 36 13 11 17 17 17 17 17 17 17 17 17 17 12 14 . 43 44 41 42 43 44 . . . . .
33 34 32 8 9 9 9 9 10 32 . . 43 44 . . 35 36 33 34 33 34 . . . . . . 35 36 33 34 . . . . . . . .
41 42 32 8 37 9 9 38 10 32 33 34 33 34 33 34 43 44 41 42 41 42 35 36 35 36 35 36 43 44 41 42 . . . . . . . .
. . 32 8 9 9 9 9 10 32 41 42 41 42 41 42 35 36 35 36 . . 43 44 43 44 43 44 33 34 . . . . . . . . . .
35 36 32 16 17 17 17 17 18 32 35 36 33 34 . . 43 44 43 44 35 36 . 33 34 35 36 . 41 42 . . . . . . . . . .
43 44 32 32 32 32 32 32 32 32 43 44 41 42 . 33 34 . . . 43 44 . 41 42 43 44 35 36 . . . . . . . . . . .
33 34 . . 35 36 35 36 33 34 . . 35 36 . 41 42 . . . . . . . 33 34 . 43 44 . . . . . . . . . . .
41 42 33 34 43 44 43 44 41 42 . . 43 44 . . . . . . . . . . 41 42 . . . . . . . . . . . . . .
--
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 . . . . . . 1 1 1 1 1 1 . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . 1 1 1 1 . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . 1 1 1 1 . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . 1 1 1 1 1 1 . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . 0 0 1 1 1 1 1 1 1 0 0 0 0 0 . . . . . . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 . . . . . . . . . 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . . . . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . 0 0 0 0 . . . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 . . . . . . . 0 0 0 0 0 . . . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0 0 1 1
0 0 0 . . . . . . . 0 0 0 0 0 0 . . . . . . . . . . 0 0 0 0 0 0 0 0 0 0 1 1 1 1
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
0 0 0 0 . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
0 0 0 . . . . . . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
