tileSetPath:pics/tileset.png
tileSetPath2:pics/tileset2a.png
tileSetTileSize:[16, 16]
cellSize:[64, 64]
overlap:[0, 0]
extent:[40, 25]
--
50 59 60 51 52 51 52 49 50 51 52 . 57 58 . 49 50 49 50 51 52 49 50 59 60 59 60 49 50 57 58 57 58 59 60 59 60 49 50 .
58 51 52 59 60 59 60 57 58 59 60 51 52 49 50 57 58 57 58 59 60 57 58 . 51 52 . 57 58 . . . . . . . . 57 58 .
. 59 60 5 3 1 1 1 1 1 4 59 60 57 58 . . . . . . . . . 59 60 . . . . . . . . . . . . 51 52
49 50 5 3 19 9 39 9 39 9 20 1 1 1 1 1 1 1 1 4 6 . . . . . . . . . . . . . . . . . 59 60
57 58 3 19 9 9 9 39 9 39 9 28 17 17 17 17 27 9 9 20 4 . . . . . . . . . . . . . . . . . . 51
50 . 8 9 9 9 39 9 39 9 9 10 49 50 49 50 8 39 39 39 10 . . . . . . . . . . . . . . . . . . 59
58 . 8 9 9 9 9 39 9 39 9 10 57 58 57 58 8 39 39 39 10 . . . . . . . . . . . . . . . . . . 51
52 . 8 9 9 9 39 9 39 9 9 20 1 1 1 1 19 9 9 28 12 . . . . . . . . . . . . . . . . . . 59
60 . 8 9 9 28 17 17 17 17 17 17 17 17 17 17 17 17 17 12 14 . . . . . . . . . . 49 50 . . . . . . 51
49 50 8 9 9 10 49 50 . . 51 52 . . . 49 50 . . . . . . . . . . 51 52 49 50 57 58 . . . . . . 59
57 58 24 25 25 26 57 58 51 52 59 60 . . . 57 58 49 50 51 52 . . . . 49 50 59 60 57 58 . . . . . . . 51 52
50 . 8 9 9 10 . . 59 60 . 49 50 51 52 49 50 57 58 59 60 51 52 51 52 57 58 49 50 . . . . . . . . . 59 60
58 . 8 9 9 10 6 . . . . 57 58 59 60 57 58 . . . . 59 60 59 60 49 50 57 58 . . . . . . . . . 49 50
50 . 8 9 9 20 4 6 . . . . . . . . . . . . . . . . . 57 58 . . . . . . . . . . . 57 58
